id,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
371,0.1581,0.45871,-0.018313,0.94721,-63.516,0.22754,0.19953,1.0193,1.1773,0.46755,0.19953,0.57518,0.23188,0.19953,549.92,0.66373,2.18,0.19953,0.15196,44.285,1.3114,0.21636,0.12041,0.29291,0.46755,0.57342,1.9399,-0.027275,5.0936,0.34303,0.15196,113.53,3.2151,0.47167,0.21636,1.3489,1.514,0.57936,0.16478,0.025783,0.046939,0.16478,88.856,44.571,0.99242,0.48798,52.136,0.11143,0.084862,0.71633,0.3469,0.31103,0.69637,0.86289,-2271.9,0.15058,0.33814,0.84942,0.23914,8.2421,8.1893,96.432,3.785,1.9556,0
372,0.21803,0.15274,0.30008,2.9647,49.827,0.3576,0.27271,5.4028,1.3001,0.82522,0.27271,1.7855,0.27993,0.27271,163.58,2.2314,6.5471,0.27271,0.22399,49.647,1.4208,0.26496,0.17908,0.44997,0.82522,1.8734,2.8293,0.54842,5.4919,-0.010126,0.22399,59.53,6.1314,1.7347,0.26496,1.2361,NAN,0.82522,0.21763,1.1742,0.015077,0.21763,81.985,32.337,1.3166,1.8804,64.544,0.19686,0.16169,2.9647,0.15274,0.1631,1.5081,1.5081,93132,0.2308,0.26421,0.7692,0,7.3518,11.287,45.79,7.9711,2.2251,0
373,0.035676,0.054345,0.74324,20.407,212.85,-0.73562,0.03212,17.401,1.0608,0.94566,0.034144,0.8387,0.056285,0.03212,332.22,1.0987,18.401,0.03212,0.03028,46.766,0.8044,0.012339,0.033632,0.20628,-0.69923,1.1641,6.097,3.4022,4.058,-0.46861,0.031805,13.276,27.493,19.375,0.007876,1.0608,NAN,0.94566,0.007425,14.427,0.045372,0.011632,78.795,32.029,0.26249,16.858,47.116,-0.015248,-0.014374,14.381,0.038298,0.036373,4.3287,4.3287,8494.8,0.007425,0.037727,0.97046,0,7.8048,11.396,13.178,27.698,4.8558,0
374,0.088235,0.83674,-0.016714,0.93992,-44.711,0.19199,0.11237,0.092525,1.1524,0.077419,0.11237,0.40392,0.1271,0.11237,2111,0.17291,1.1951,0.11237,0.098714,30.22,1.3904,0.16858,0.077515,0.22614,0.077419,0.14407,1.7067,-0.022632,5.9901,0.72462,0.098714,102.79,3.5508,0.20148,0.16858,1.176,0.2994,0.63597,0.1481,0.070495,0.13693,0.1481,77.555,47.334,0.93623,0.60113,34.825,0.13627,0.11972,0.31249,0.27819,0.28163,0.10483,0.86113,-16336,0.13222,1.1397,0.86778,7.2146,12.078,7.7111,89.202,4.0918,1.5413,0
375,0.024327,0.50362,0.037323,1.2939,-48.877,0.000471,0.02415,0.91359,1.1233,0.4601,0.02415,0.19014,0.15323,0.02415,1823,0.20022,1.9856,0.02415,0.036697,57.897,2.0932,0.031847,0.036967,-0.000262,0.4601,0.20057,0.54361,0.044663,4.786,0.73309,0.036697,79.132,4.6126,0.063237,0.031847,0.68501,0.15918,0.83671,0.048394,0.18314,0.15256,0.048394,78.246,20.35,0.23305,0.47201,65.035,-0.044838,-0.068136,0.32631,0.12701,0.2168,0.55058,1.0013,2280.2,0.10976,0.052873,0.89024,0.81853,6.3043,17.936,70.446,5.1813,0.78749,0
376,0.00379,0.99076,-0.89586,0.095541,-14103,0,0.004889,0.009329,0.024369,0.009242,0.005374,0.004936,0.20062,0.004889,73969,0.004935,1.0093,0.004889,0.20062,280.95,NAN,0.005374,0.15551,0.004889,0.00379,0.003825,11.074,-0.9895,3.9624,37.639,0.22053,15478,0.023581,0.023575,0.001012,0.024369,NAN,0.009242,0.041529,0.074602,6.1452,0.22053,310.64,29.695,0.20203,0.076604,293.12,0.005374,0.22053,0.095516,0.99049,42.406,0.010208,0.010208,0.095541,0.041529,0.41003,0.82984,0,1.2992,12.292,14836,0.024603,0.026916,0
377,0.039828,0.25918,0.36053,2.4497,18.661,0.22794,0.056408,2.8109,1.0314,0.72854,0.056408,0.22683,0.043364,0.056408,926.84,0.39381,3.8583,0.056408,0.023965,37.229,1.0571,0.063552,0.016921,0.29538,0.72854,0.32984,0.27849,0.92258,4.1072,-0.003,0.023965,39.777,9.1763,0.2452,0.063552,2.4048,35.175,0.73903,0.027,1.0888,0.078023,0.027,52.484,15.255,0.1659,1.4844,38.399,0.017892,0.007602,2.3505,0.24869,0.10898,1.8643,1.8911,4614.8,0.030478,0.054668,0.96952,0.014405,9.8042,23.927,38.564,9.4647,6.0231,0
378,0.38794,0.54524,0.38858,1.9979,17.668,0,0.5067,0.83406,1.8628,0.45476,0.51621,1.3012,0.28526,0.5067,374.52,0.97457,1.8341,0.5067,0.27202,62.91,2.7641,0.50861,0.20826,0.52959,0.40044,0.75676,53.475,1.7502,4.1101,0.12645,0.27418,104.95,3.478,2.4839,0.50844,1.8628,4.7672,0.55061,0.27295,0.80114,0.03408,0.27304,91.314,28.404,1.2083,1.1734,86.528,0.48394,0.2598,1.4269,0.3894,0.28752,2.0483,2.48,5006.9,0.27295,0.85306,0.72982,0.21076,5.8019,12.85,76.301,4.7837,8.3901,0
379,-0.001145,0.77087,-0.098235,0.78492,-59.494,-0.001145,0.000947,0.25852,1.0125,0.19929,0.000947,0.002074,0.026968,0.000947,4979.6,0.073299,1.2972,0.000947,0.000452,40.58,NAN,0.026282,-0.000547,0.000947,0.19929,0.070585,0.12701,-0.15313,4.2788,0.3589,0.000452,80.561,4.5307,0.034094,0.026282,2.1452,0.39966,0.51343,0.012544,0.044939,0.30968,0.012544,58.876,18.296,-0.004916,0.27489,41.088,-0.029275,-0.013972,0.46505,0.45673,0.22071,0.31066,0.80036,-1866.6,0.01236,-0.005747,0.98764,1.5763,8.9946,19.949,79.565,4.5874,3.2661,0
380,0.085091,0.59246,-0.015481,0.95613,-123.81,0.28249,0.10632,0.67014,1.2804,0.39703,0.10632,0.30131,0.23066,0.10632,1283.9,0.28429,1.6879,0.10632,0.14561,78.125,1.1548,0.14133,0.11653,0.34475,0.39703,0.24845,2.4782,-0.023364,4.9933,0.752,0.14561,225.85,1.6162,0.23855,0.14133,0.735,0.75586,0.63662,0.19355,0.13134,0.095746,0.19355,145.48,67.356,0.54443,0.51321,100.03,0.079224,0.1085,0.56947,0.35287,0.61875,0.59919,0.96078,-1524.4,0.219,0.21432,0.781,0.60345,4.672,5.419,176.39,2.0693,1.102,0
381,0.064281,0.31288,0.67163,3.7511,-1895.1,0,0.064281,2.1961,0.47592,0.68712,0.065713,0.26331,0.59062,0.064281,406.29,0.89837,3.1961,0.064281,0.13507,69.262,0.77086,0.010895,0.13507,0.29904,0.58595,0.89837,7.6089,7.9726,5.1188,0.5693,0.29855,629.42,0.5799,0.45247,0.003086,0.47592,12.127,0.75518,0.006484,0.93079,0.045804,0.022893,528.06,458.79,0.71178,3.3812,232.84,-0.20591,-0.43266,2.9268,0.24413,1.7244,8.1565,8.9644,88302,0.70253,0.093552,0.32706,0.099061,5.2698,0.79557,187.23,1.9494,5.6494,0
382,0.01505,0.79463,-0.26637,0.6309,-129.53,-0.21115,0.024993,0.25845,1.3653,0.20537,0.059817,0.034632,0.040762,0.024993,5211.7,0.070034,1.2584,0.024993,0.018306,38.733,1.8021,0.056318,0.011023,-0.033052,-0.11279,0.057521,1.6172,-0.48904,3.7783,0.46518,0.037344,209.87,1.7392,1.5795,0.11014,1.3653,4.2557,0.27832,0.080669,0.26169,0.30454,0.04125,71.233,32.5,0.10387,0.43014,42.132,0.02566,0.018794,0.57298,0.72168,0.57498,0.37704,0.51096,-1598.7,0.080669,0.07328,0.98199,0.35518,9.4234,11.231,192.94,1.8918,2.5065,0
383,0.16765,0.30476,0.045498,1.2695,-13.419,0.2632,0.16848,2.0463,1.243,0.62363,0.16848,0.99802,0.23794,0.16848,474.34,0.76948,3.2813,0.16848,0.17095,26.309,1.2874,0.18677,0.1701,0.26972,0.62363,0.76674,2.3556,0.057908,4.6221,0.30336,0.17095,77.714,4.6967,0.61283,0.18677,0.9942,1.0539,0.75957,0.1895,0.043411,0.039635,0.1895,76.656,50.347,2.3599,0.8487,32.703,0.12074,0.12251,0.70322,0.16882,0.21292,0.79374,0.96676,1906,0.19551,0.26882,0.80449,0.21799,13.873,7.2497,62.52,5.8381,1.2544,0
384,0.035377,0.17643,0.25462,3.9522,39.911,0.035377,0.043371,4.668,0.61701,0.82357,0.054078,0.50287,0.13135,0.043371,794.62,0.45934,5.668,0.043371,0.070293,113.37,1.1692,0.050407,0.057336,0.12572,0.56911,0.41403,4.7079,0.38629,5.3506,0.28594,0.070293,66.864,5.5526,2.7144,0.1462,0.61701,1.6546,0.91375,0.23695,0.17328,0.066771,0.081695,192.8,79.428,0.18459,1.73,146.07,0.012737,0.020642,1.932,0.086248,0.1801,1.2495,1.3863,3.9522,0.23695,0,0.78671,0.1095,3.2194,4.5954,51.021,7.1539,0.93609,0
385,0.11738,0.44403,0.14367,1.4168,-44.61,0.23071,0.1358,1.2516,1.1756,0.55577,0.1358,0.39401,0.22832,0.1358,711.58,0.51294,2.2521,0.1358,0.13614,87.146,1.3271,0.14939,0.11767,0.2761,0.55577,0.47146,1.7605,0.28079,5.6048,0.36619,0.13614,148.26,2.4619,0.33644,0.14939,1.0169,2.5178,0.65513,0.14976,0.22631,0.060487,0.14976,150.14,62.996,0.49286,0.72582,102.45,0.057431,0.057573,1.0998,0.34467,0.40618,1.0862,1.2804,57837,0.14935,0.21121,0.85065,0.17878,4.1884,5.794,126.11,2.8942,1.9496,0
386,0.14746,0.35912,0.13567,1.3996,-55.492,0.23079,0.14746,1.7846,1.1137,0.64088,0.14746,0.43426,0.11783,0.14746,707.84,0.51566,2.7846,0.14746,0.093826,80.445,1.2546,0.15722,0.093826,0.23079,0.64088,0.51566,1.1141,0.25855,4.6205,0.22226,0.093826,87.827,4.1559,0.4378,0.15722,1.5755,6.5903,0.66043,0.10004,0.031807,0.060564,0.10004,107.86,27.417,0.42571,0.37947,89.59,0.1195,0.076037,1.3234,0.33957,0.24062,1.2213,1.2585,5661.9,0.10208,0.23009,0.89792,0.030509,4.5373,13.313,78.861,4.6284,2.995,0
387,0.052052,0.41386,0.27014,2.1664,-45.719,0,0.052052,1.4163,0.91035,0.58614,0.072169,0.22476,0.066194,0.052052,2506.8,0.1456,2.4163,0.052052,0.057178,123.28,NAN,0,0.057178,0.052052,0.28802,0.1456,0,0.54215,4.0027,0.4139,0.12596,135.53,2.6931,1.507,0.043633,0.91035,1.0871,0.76485,0.04793,0.33634,1.6809,0,169.93,46.656,0.16929,0.8388,179.94,-0.008207,-0.009016,1.2123,0.23159,0.37132,1.1764,1.535,2718.4,0.31489,0.088804,0.74171,0.30488,2.9608,7.8232,92.856,3.9308,1.827,0
388,0.1871,0.30384,0.53382,2.757,82.504,0.34627,0.1871,2.2913,1.042,0.69616,0.1871,0.61581,0.098563,0.1871,548.12,0.66592,3.2913,0.1871,0.091146,14.811,1.3499,0.17388,0.091146,0.34627,0.69616,0.66592,0.88257,3.2883,5.12,-0.074623,0.091146,56.291,6.4842,0.57227,0.17388,2.1763,NAN,0.69616,0.084703,1.5124,0.052824,0.084703,67.235,52.423,2.2461,2.4828,15.433,0.15865,0.077286,2.757,0.30384,0.15422,4.2883,4.2883,70368,0.040269,0.26876,0.95973,0,24.643,6.9626,54.024,6.7562,12.645,0
389,0.098263,0.50638,0.36882,6.1002,97.604,0.24354,0.10131,0.9641,1.3022,0.4882,0.10131,1.4009,0.20566,0.10131,1099.7,0.3319,1.9748,0.10131,0.12397,94.11,1.236,0.11133,0.12024,0.25014,0.4882,0.32589,1.774,0.65996,5.2769,0.48153,0.12397,42.059,8.6782,0.21986,0.11133,0.82388,0.53087,0.92226,0.13623,1.6446,0.093482,0.13623,143.91,49.801,0.46634,3.1865,122.55,0.044571,0.054539,0.87117,0.072315,0.11523,0.87356,1.6503,69779,0.23207,0.20128,0.76793,0.88911,3.8785,7.3292,32.299,11.301,1.4623,0
390,0.51662,0.19937,0.50069,15.534,99.955,0,0.51662,4.0159,1.6288,0.80063,0.522,14.997,0.34278,0.51662,130.34,2.8004,5.0159,0.51662,0.31719,27.502,1.9896,0.52071,0.31719,0.59099,0.7957,2.8004,96.77,1.0771,3.8117,0.1224,0.31939,11.22,32.53,5.6209,0.50813,1.6288,2.5007,0.96555,0.31197,2.2758,0.011816,0.3197,102.35,74.853,4.2096,11.972,39.972,0.47902,0.2941,2.6842,0.034449,0.030741,1.7223,2.0771,3245.6,0.31197,0.64526,0.68602,0.20598,13.272,4.8763,7.7199,47.28,3.5038,0
391,0.19797,0.20676,0.35932,4.0962,131.35,0.56399,0.24628,3.8365,1.3048,0.79324,0.24628,2.1221,0.28592,0.24628,248.23,1.4704,4.8365,0.24628,0.23162,28.115,1.1566,0.24687,0.18618,0.70428,0.79324,1.2367,3.0294,0.68492,4.1997,0.14654,0.23162,51.979,7.022,1.194,0.24687,1.067,4.338,0.88395,0.23218,0.44885,0.022316,0.23218,145.3,117.19,2.4171,3.3904,0.23218,0.18914,0.17788,2.2992,0.11605,0.14241,1.512,1.6849,5691,0.23358,0.24957,0.76642,0.11435,12.982,3.1147,39.838,9.1621,2.0268,0
392,0.1191,0.052177,0.31125,6.9653,194.62,0.13683,0.1191,16.994,1.2068,0.88671,0.1191,2.2826,0.24537,0.1191,111.39,3.2767,19.165,0.1191,0.17094,13.519,1.1193,0.11819,0.17094,0.13683,0.88671,3.2767,2.0471,0.48895,4.5712,-0.25662,0.17094,32.986,11.065,2.2652,0.11819,0.70427,NAN,0.88671,0.16963,4.4529,0.010087,0.16963,68.672,55.152,4.6151,6.4707,16.315,0.066328,0.095195,6.9653,0.052177,0.090372,1.3929,1.3929,11595,0.17136,0.13432,0.82864,0,26.999,6.618,27.333,13.354,1.0946,0
393,0.11582,0.58771,0.000441,1.0009,-49.74,0.18883,0.14563,0.69055,1.0363,0.40584,0.14563,0.28843,0.076106,0.14563,1177.8,0.30989,1.7015,0.14563,0.060857,47.592,1.2835,0.15701,0.048396,0.23944,0.40584,0.25915,0.67995,0.000891,4.4018,0.23586,0.060857,79.811,4.5733,0.26716,0.15701,2.4893,2.3354,0.48863,0.065612,0.050895,0.099853,0.065612,73.161,25.569,0.37116,0.3829,49.321,0.12052,0.050363,0.85989,0.50493,0.21866,0.82049,0.98786,11.11,0.035047,0.28537,0.96495,0.20398,7.6693,14.275,77.014,4.7394,4.8381,0
394,0.33594,0.056462,0.61423,11.879,409.13,0.38719,0.4152,15.882,1.7791,0.89672,0.4152,7.3537,0.49907,0.4152,45.426,8.035,17.711,0.4152,0.45676,28.42,1.4843,0.39795,0.36956,0.48228,0.89672,6.6311,7.7886,1.8652,4.6338,-0.57728,0.45676,40.335,9.0492,7.0481,0.39795,0.92872,NAN,0.89672,0.43777,10.409,0.004254,0.43777,33.316,4.8954,4.7462,10.625,50.564,0.35948,0.39546,11.879,0.056462,0.11051,2.7231,2.7231,26431,0.43793,0.37463,0.56207,0,12.843,74.559,22.671,16.1,2.7604,0
395,0.078846,0.28263,0.44861,3.6521,76.54,0.078846,0.089363,2.2793,1.0711,0.64419,0.089363,0.5283,0.17225,0.089363,729,0.50068,3.5382,0.089363,0.10877,135.61,NAN,0.11816,0.095972,0.089363,0.64419,0.46347,1.5406,1.1736,4.7183,0.08966,0.10877,80.494,4.5345,0.41808,0.11816,0.92227,2.754,0.75767,0.14383,1.1845,0.054559,0.14383,185.45,49.835,0.25831,1.8476,145.25,0.066017,0.080357,2.1857,0.16915,0.22053,1.6853,1.9822,23452,0.066374,0.1224,0.93363,0.17616,2.6915,7.3242,75.151,4.8569,2.1493,0
396,0.14898,0.2165,0.35221,2.7263,61.645,0.36482,0.15038,3.5348,1.1723,0.76527,0.15038,0.73707,0.17298,0.15038,434.56,0.83994,4.619,0.15038,0.14305,70.286,1.4639,0.15007,0.14172,0.36644,0.76527,0.83347,1.6735,0.79369,5.0472,0.025011,0.14305,83.045,4.3952,0.69317,0.15007,1.0602,28.375,0.77774,0.14275,0.94016,0.03921,0.14275,126.53,56.245,0.73597,1.7341,82.395,0.11861,0.11283,2.5693,0.20403,0.22752,1.7245,1.7526,39263,0.14696,0.19468,0.85304,0.016294,5.1931,6.4895,70.84,5.1524,2.3689,0
397,0.10777,0.1334,0.44126,5.2885,232.77,0.43644,0.11054,6.4,1.1911,0.85378,0.11054,1.0743,0.21711,0.11054,349.94,1.043,7.496,0.11054,0.17247,62.996,1.0259,0.10298,0.16816,0.44181,0.85378,1.0223,1.9139,0.968,5.7664,-0.31102,0.17247,69.797,5.2294,0.77195,0.10298,0.65867,14.21,0.8843,0.16068,3.2457,0.03333,0.16068,119.7,56.707,0.97432,4.2135,75.033,0.074371,0.11604,4.079,0.10289,0.19123,1.873,1.9399,257660,0.16043,0.12623,0.83957,0.035735,5.794,6.4366,58.6,6.2287,1.4059,0
398,0.020413,0.073431,0.39061,6.3194,2931.9,0.020413,0.026277,12.545,0.96014,0.92118,0.026277,0.35784,0.7392,0.026277,1020,0.35784,13.618,0.026277,0.7392,778.86,NAN,0.02595,0.57424,0.026277,0.92118,0.27798,7.0091,0.7288,5.6506,-5.2093,0.7392,723.93,0.50419,0.35339,0.02595,0.063633,NAN,0.92118,0.73,3.7019,0.093032,0.73,1973.5,1194.7,0.26911,5.2864,747.81,0.02595,0.73,6.3194,0.073431,1.9834,1.7187,1.7187,174730,-0.041513,0.022159,1.0415,0,0.46864,0.30553,753.99,0.48409,0.066325,0
399,0.22163,0.050926,0.67511,14.257,224.97,0.61964,0.22244,17.88,1.2948,0.91059,0.22244,4.3679,0.2185,0.22244,75.465,4.8367,19.636,0.22244,0.19733,46.985,1.2141,0.2513,0.1966,0.6215,0.91059,4.8206,2.8864,2.4643,5.0028,-0.13022,0.19733,21.35,17.096,4.9345,0.2513,1.1331,NAN,0.91059,0.22292,3.8992,0.006085,0.22292,170.79,123.8,1.5273,11.407,60.836,0.22742,0.20175,14.257,0.050926,0.058494,3.3238,3.3238,67952,0.22768,0.24339,0.77232,0,7.7684,2.9483,16.489,22.136,4.1147,0
400,0.10753,0.38893,0.10842,1.4133,-22.593,0.18088,0.13359,1.4073,1.1236,0.54734,0.13359,0.50923,0.14278,0.13359,833.58,0.43787,2.5712,0.13359,0.11201,51.547,1.1238,0.13715,0.090155,0.23269,0.54734,0.37085,1.292,0.17231,4.6092,0.29625,0.11201,90.206,4.0463,0.35264,0.13715,1.2499,1.5984,0.67392,0.11499,0.15207,0.073546,0.11499,101.26,49.71,0.63838,0.77123,57.916,0.10045,0.084217,0.95331,0.26234,0.24714,0.86986,1.071,4408.8,0.10998,0.19645,0.89002,0.23127,7.0809,7.3427,80.285,4.5463,1.8955,0
401,0.057974,0.076177,0.40378,7.2979,57.543,0.17803,0.074162,12.127,1.0462,0.92382,0.074162,1.1567,0.08396,0.074162,194.22,1.8793,13.127,0.074162,0.043494,30.597,2.0565,0.07221,0.034,0.22754,0.92382,1.6668,0.44306,0.75882,4.2669,-0.078418,0.043494,14.358,25.421,0.94791,0.07221,1.7092,26.934,0.93589,0.042349,3.451,0.017736,0.042349,52.797,22.2,0.4056,5.0685,32.011,0.003212,0.001884,6.1421,0.064113,0.039338,1.7361,1.7588,7465.3,0.044158,0.062754,0.95584,0.01306,11.929,16.442,13.724,26.595,3.2044,0
402,0.029832,0.10678,0.62359,7.6589,208.34,0,0.029832,8.3651,1.2269,0.89322,0.029832,0.31855,0.027403,0.029832,1159.2,0.31487,9.3651,0.029832,0.024314,26.886,1.1286,0,0.024314,0.048249,0.082615,0.31487,NAN,2.2053,3.7144,-0.22626,0.060538,38.497,9.4813,8.3152,0.03359,1.2269,NAN,0.89322,0.027377,4.3348,0.93904,0,92.605,65.719,0.33008,6.6939,37.152,-0.00379,-0.003089,6.717,0.093647,0.10547,3.1589,3.1589,3231,0.27634,0.033398,0.73161,0,13.576,5.5539,27.859,13.102,4.3391,0
403,0.22786,0.55522,0.35726,1.6447,15.625,0.47256,0.29156,0.62838,1.1131,0.34889,0.29156,0.52618,0.097856,0.29156,668.86,0.54571,1.8011,0.29156,0.094167,27.246,1.3207,0.28428,0.073591,0.58861,0.34889,0.43096,1.022,4.0308,4.3362,0.13972,0.094167,72.711,5.0199,0.51201,0.28428,3.121,613.11,0.35,0.091815,0.23191,0.06173,0.091815,92.288,65.042,0.98585,1.2276,30.329,0.27286,0.088125,1.6415,0.55411,0.19921,3.9363,3.9488,7747.4,0.10163,0.65309,0.89837,0.00318,13.396,5.6118,65.321,5.5878,34.933,0
404,0.083469,0.52697,0.46601,1.8843,47.062,0,0.083469,0.89765,3.0013,0.47303,0.084493,0.1584,0.028964,0.083469,2212.6,0.16496,1.8976,0.083469,0.027811,4.6455,NAN,0.084456,0.027811,0.083469,0.083469,0.16496,82.479,66.353,3.1579,0.14153,0.028152,65.847,5.5431,5.5431,0.08029,3.0013,NAN,0.47303,0.026751,0.28196,0.1998,0.028139,102.69,98.043,2.1851,1.8118,4.7732,0.080995,0.026986,1.8843,0.52697,0.1804,67.353,67.353,670.36,0.026751,0.17646,0.97229,0,78.57,3.7229,64.086,5.6955,427.35,0
405,0.13245,0.49601,0.17207,1.5528,-41.335,0.27275,0.16873,0.93805,1.1577,0.46528,0.16873,0.54204,0.1753,0.16873,830.03,0.43974,2.0161,0.16873,0.1356,9.585,1.6176,0.17778,0.10645,0.28987,0.46528,0.3666,1.6541,0.33304,4.8349,0.37795,0.1356,105.71,3.4527,0.35841,0.17778,1.274,2.4397,0.65001,0.14288,0.90872,0.071785,0.14288,58.81,49.225,4.0535,1.4478,11.096,0.12839,0.10318,0.97447,0.31128,0.28963,0.90057,1.2581,11764,0.13621,0.28466,0.86379,0.39702,38.08,7.4149,91.314,3.9972,2.4083,0
406,0.24124,0.48618,0.1691,1.4167,8.8619,0.31144,0.29775,1.0342,1.1068,0.50281,0.29775,0.73377,0.10792,0.29775,497.49,0.73369,2.0568,0.29775,0.090082,9.5394,1.6184,0.30815,0.072985,0.38713,0.50281,0.61745,1.0318,0.39776,4.3942,0.13588,0.090082,49.595,7.3596,0.63381,0.30815,3.3092,6.0757,0.58322,0.093228,0.1176,0.043541,0.093228,58.213,48.674,2.7926,1.2038,10.558,0.24919,0.075391,1.1824,0.40578,0.13588,1.1828,1.3719,4191.3,0.096493,0.47978,0.90351,0.1599,38.262,7.4989,44.81,8.1455,7.775,0
407,0.16713,0.10875,0.28428,3.6142,27.498,0.43938,0.20773,7.846,1.1689,0.85322,0.20773,1.9102,0.17077,0.20773,156.49,2.3324,9.1957,0.20773,0.13986,46.794,1.0864,0.21232,0.11253,0.5466,0.85322,1.9591,1.6709,0.46836,4.491,0.034398,0.13986,31.237,11.685,1.9524,0.21232,1.4944,NAN,0.85322,0.14295,0.53308,0.013845,0.14295,82.339,35.545,0.87772,1.8632,54.697,0.16641,0.11204,3.6142,0.10875,0.085582,1.4057,1.4057,8804.4,0.14449,0.19588,0.85551,0,7.8001,10.269,26.724,13.658,2.447,0
408,0.060362,0.93956,0.021335,1.0443,-38.878,-0.000845,0.060362,0.064325,0.88832,0.060437,0.091522,0.12537,0.067994,0.060362,5677.7,0.064286,1.0643,0.060362,0.067951,34.186,NAN,0,0.067951,0.060362,0.059518,0.064286,0,0.042909,4.7353,0.95988,0.14682,233.47,1.5634,0.80112,0.000001,0.88832,0.91596,0.51853,0.000001,0.22077,813.14,0,162.92,128.73,0.72549,0.8715,40.346,-0.000039,-0.000043,0.53514,0.48147,0.63965,0.12156,1.0429,1159.9,0.15267,0.99876,0.88523,7.5797,10.677,2.8354,197.83,1.845,1.7867,0
409,0.038434,0.15453,0.7702,6.1372,212.64,-2.3209,0.038434,5.4711,1.1755,0.84547,0.10077,0.25635,0.038826,0.038434,1235.8,0.29535,6.4711,0.038434,0.032696,0.35156,NAN,-0.00941,0.032696,0.038434,-0.80223,0.29535,-0.15096,9.6435,3.8153,-0.12784,0.084512,42.615,8.5652,8.3099,-0.10865,1.1755,NAN,0.84547,-0.092426,2.132,-2.338,-0.008005,186.46,186.1,33.946,6.1296,0.32182,-0.016616,-0.014135,5.9543,0.14993,0.11675,10.586,10.586,5033.9,-0.092426,0.045459,0.97292,0,1038.2,1.9613,46.553,7.8405,14.718,0
410,0.34324,0.19988,0.71366,5.712,139.4,0.43547,0.42438,4.0031,1.9197,0.80012,0.43038,2.802,0.27111,0.42438,140.18,2.6039,5.0031,0.42438,0.22107,23.966,NAN,0.43036,0.1788,0.42438,0.77871,2.1979,71.687,5.2909,3.3683,-0.1669,0.22107,35.769,10.204,7.7322,0.37421,1.9197,15.263,0.84854,0.19493,3.6093,0.012656,0.22418,60.551,36.585,2.7231,4.8798,29.768,0.33429,0.17414,4.3282,0.15146,0.097998,5.9319,6.2909,1666.4,0.19493,0.42898,0.78584,0.060518,15.23,9.9767,28.797,12.675,14.232,0
411,0.18366,0.4261,0.18571,1.8319,9.4669,0.59194,0.22931,1.2467,1.1476,0.53122,0.22931,1.0272,0.1599,0.22931,505.91,0.72147,2.3468,0.22931,0.11927,26.089,1.0254,0.23804,0.095528,0.7402,0.53122,0.61434,1.4208,0.31421,4.1144,0.20733,0.11927,48.634,7.5051,0.55865,0.23804,1.9463,1.3384,0.73409,0.12381,0.15124,0.044311,0.12381,71.227,45.138,1.3365,1.2163,29.939,0.15993,0.083185,0.95974,0.22324,0.13324,0.89877,1.242,2416.9,0.12859,0.34574,0.87141,0.38189,13.991,8.0863,42.38,8.6126,3.2529,0
412,0.047187,0.47581,0.11701,1.2522,-43.789,0,0.047187,1.1017,1.6667,0.52419,0.051513,0.10169,0.033919,0.047187,3072,0.11882,2.1017,0.047187,0.028311,63.675,1.0225,0,0.028311,0.12811,0.50038,0.11882,0,0.27931,4.6232,0.22531,0.064354,116.38,3.1363,3.0588,0.002972,1.6667,477.15,0.5248,0.001783,0.22071,1.697,0,104.82,41.144,0.16229,0.62558,72.922,-0.009346,-0.005607,1.2212,0.46405,0.31885,1.2512,1.2527,4914.4,0.12681,0.090019,0.87726,0.001161,5.7323,8.8714,101.62,3.5917,3.9785,0
413,0.079415,0.76871,-0.46967,0.38902,-331.38,0.079415,0.10921,0.29733,1.2155,0.22856,0.10921,0.14207,0.18924,0.10921,2039.5,0.17897,1.3009,0.10921,0.15022,19.134,NAN,0.11312,0.10924,0.10921,0.22856,0.14021,1.8913,-0.67004,4.1171,0.97442,0.15022,469.12,0.77805,0.14715,0.11312,0.72802,NAN,0.22856,0.1556,0.10013,0.17863,0.1556,111.49,92.359,2.0838,0.33944,23.258,0.084755,0.11658,0.38902,0.76871,1.2853,0.32607,0.32607,-6151,0.1773,0.34745,0.8227,0,19.076,3.952,385.94,0.94573,1.0371,0
414,0.14189,0.55117,0.039995,1.0996,-49.794,0.25627,0.17551,0.80184,1.1931,0.44195,0.17551,0.437,0.20354,0.17551,827.31,0.44119,1.8143,0.17551,0.1469,48.41,1.5913,0.19237,0.11876,0.28989,0.44195,0.38019,1.921,0.071628,5.0279,0.41935,0.1469,146.39,2.4933,0.34901,0.19237,1.1967,1.8935,0.5915,0.16101,0.1515,0.069688,0.16101,116.33,67.92,0.89546,0.70505,57.757,0.1247,0.10438,0.80124,0.40163,0.40108,0.79149,1.0593,4265.3,0.16184,0.32106,0.83816,0.33838,7.5398,5.374,122.7,2.9747,2.1397,0
